00|00000000000191|BANCO DO BRASIL S/A|SAUN|S/N|QUADRA 5, LOTE B|ASA NORTE|0002000|70040912|AAAAAAAA|00556133291400|AAAA@BB.COM.BR|0619|15010310|1
15010310|VT182950079074700000178|00000000000191|0000820|409869000|2|88.00|01|0.88|0.88
15010310|VT183320085158800000065|00000000000191|0004695|409869000|1|300.00|01|3.00|3.00
15010310|VT183320085167770000136|00000000000191|0002215|409869000|1|316.00|01|3.16|3.16
15010310|VT183320085106740000023|00000000000191|0002215|409869000|1|465.00|01|4.65|4.65
15010310|VT183320085075300000192|00000000000191|0005650|409869000|2|6270.00|01|62.70|62.70
15010310|VT182950079074830000074|00000000000191|0009270|409869000|2|1399.60|01|13.99|13.99
15010310|VT183320085041290000131|00000000000191|0005905|409869000|1|500.00|01|5.00|5.00
15010310|VT183320085041290000132|00000000000191|0005905|409869000|1|500.00|01|5.00|5.00
15010310|VT182950079020450000045|00000000000191|0002484|409869000|1|9.17|01|0.09|0.09
15010310|VT182950079019940000087|00000000000191|0002484|409869000|1|69.99|01|0.69|0.69
15010310|VT182950079074880000069|00000000000191|0001295|409869000|1|88.48|01|0.88|0.88
15010310|VT182950079175220000049|00000000000191|0001295|409869000|2|251.23|01|2.51|2.51
15010310|VT183320085167730000134|00000000000191|0000820|409869000|1|50.00|01|0.50|0.50
15010310|VT183320085042270000148|00000000000191|0008690|409869000|1|166.83|01|1.66|1.66
15010310|VT183320085106740000153|00000000000191|0008690|409869000|1|251.20|01|2.51|2.51
15010310|VT183320085106740000152|00000000000191|0008690|409869000|1|548.80|01|5.48|5.48
15010310|VT183320085075320000079|00000000000191|0001295|409869000|1|670.00|01|6.70|6.70
15010310|VT183320085025970000058|00000000000191|0000885|409869000|1|530.00|01|5.30|5.30
15010310|VT183320085167730000072|00000000000191|0008690|409869000|1|476.24|01|4.76|4.76
15010310|VT190670085013180000028|00000000000191|0000700|409869000|2|349.67|01|3.49|3.49
15010310|VT190490080201690000024|00000000000191|0009270|409869000|1|400.00|01|4.00|4.00
15010310|VT190670085013180000027|00000000000191|0000700|409869000|1|100.00|01|1.00|1.00
15010310|VT190670085103520000169|00000000000191|0007382|409869000|1|565.00|01|5.65|5.65
15010310|VT190930084043400000034|00000000000191|0008690|409869000|1|170.52|01|1.70|1.70
15010310|VT191220142085440000085|00000000000191|0008690|409869000|1|3119.00|01|31.19|31.19
15010310|VT191340084030520000100|00000000000191|0003175|409869000|1|345.00|01|3.45|3.45
15010310|VT191500084080890000039|00000000000191|0004100|409869000|1|136.00|01|1.36|1.36
15010310|VT191500084080890000038|00000000000191|0004100|409869000|1|164.00|01|1.64|1.64
15010310|VT191500084133720000060|00000000000191|0008690|409869000|1|62.93|01|0.62|0.62
15010310|VT191500084132920000094|00000000000191|0009075|409869000|1|61.99|01|0.61|0.61
15010310|VT190700079005790000115|00000000000191|0004016|441174000|1|15.00|01|0.15|0.15
15010310|VT182960084049560000020|00000000000191|0008612|441174000|1|193.66|01|1.93|1.93
15010310|VT191230084073970000044|00000000000191|0008690|441174000|2|1752.00|01|17.52|17.52
15010310|VT182950099147320000092|00000000000191|0002353|444434000|1|130.00|01|1.30|1.30
15010310|VT182950079004580000140|00000000000191|0008690|444434000|1|15.90|01|0.15|0.15
15010310|VT190080068000010000001|00000000000191|0001295|444456000|1|185.37|01|1.85|1.85
15010310|VT190770132135490000122|00000000000191|0008690|444456000|1|18.90|01|0.18|0.18
15010310|VT190700100088980000013|00000000000191|0003550|444456000|1|12.00|01|0.12|0.12
15010310|VT190700131131340000104|00000000000191|0003550|444456000|1|25.10|01|0.25|0.25
15010310|VT190940084057890000042|00000000000191|0005365|444456000|1|13.58|01|0.13|0.13
15010310|VT190940084057890000047|00000000000191|0005365|444456000|1|15.59|01|0.15|0.15
15010310|VT190780085149420000115|00000000000191|0007012|444456000|1|68.32|01|0.68|0.68
15010310|VT190780085133790000147|00000000000191|0007012|444456000|1|114.96|01|1.14|1.14
15010310|VT191350084097350000103|00000000000191|0008690|444456000|2|40.51|01|0.40|0.40
15010310|VT190770080147910000129|00000000000191|0009660|444456000|1|122.67|01|1.22|1.22
15010310|VT181870085131140000109|00000000000191|0002990|444456000|1|555.95|01|5.55|5.55
15010310|VT182950099110490000157|00000000000191|0001295|444456000|1|929.00|01|9.29|9.29
15010310|VT182960084061530000109|00000000000191|0005045|444456000|1|13.94|01|0.13|0.13
15010310|VT190280131027280000016|00000000000191|0000810|444456000|1|12.00|01|0.12|0.12
15010310|VT190280131045560000156|00000000000191|0000810|444456000|1|29.92|01|0.29|0.29
15010310|VT181900080075980000104|00000000000191|0009575|444456000|1|4.28|01|0.04|0.04
15010310|VT181900080147190000090|00000000000191|0009575|444456000|1|50.00|01|0.50|0.50
15010310|VT181900080069250000104|00000000000191|0008690|444456000|2|9.90|01|0.09|0.09
15010310|VT181900132062310000168|00000000000191|0008690|444456000|2|39.05|01|0.39|0.39
15010310|VT183320085062700000055|00000000000191|0008690|444456000|1|54.14|01|0.54|0.54
15010310|VT183330085039290000080|00000000000191|0008690|444456000|1|18.52|01|0.18|0.18
15010310|VT183330085151290000085|00000000000191|0008690|444456000|1|70.00|01|0.70|0.70
15010310|VT182950099142380000097|00000000000191|0008690|444456000|1|22.90|01|0.22|0.22
15010310|VT182950099079100000034|00000000000191|0008690|444456000|1|40.00|01|0.40|0.40
15010310|VT182950131081840000092|00000000000191|0008690|444456000|1|45.00|01|0.45|0.45
15010310|VT190770101145400000106|00000000000191|0007560|444456000|1|50.58|01|0.50|0.50
15010310|VT183320085036260000198|00000000000191|0008690|444456000|2|3.50|01|0.03|0.03
15010310|VT182960084070220000060|00000000000191|0002990|444456000|1|10.00|01|0.10|0.10
15010310|VT182960084120970000106|00000000000191|0002990|444456000|1|34.95|01|0.34|0.34
15010310|VT181900101002130000166|00000000000191|0005060|444456000|1|21.99|01|0.21|0.21
15010310|VT181900080001670000210|00000000000191|0005060|444456000|1|25.50|01|0.25|0.25
15010310|VT191510085091210000140|00000000000191|0007382|444456000|1|17.50|01|0.17|0.17
15010310|VT191510085170520000179|00000000000191|0007382|444456000|1|21.00|01|0.21|0.21
15010310|VT190770120000010000017|00000000000191|0001295|444456000|1|25.36|01|0.25|0.25
15010310|VT181900132122910000063|00000000000191|0008690|444456000|1|28.00|01|0.28|0.28
15010310|VT182950099112380000060|00000000000191|0007930|444456000|1|31.00|01|0.31|0.31
15010310|VT182960084123910000042|00000000000191|0001360|444456000|1|27.76|01|0.27|0.27
15010310|VT190280079023140000057|00000000000191|0005620|444456000|1|50.00|01|0.50|0.50
15010310|VT181870068000010000047|00000000000191|0001295|444456000|1|136.70|01|1.36|1.36
15010310|VT182950079172910000198|00000000000191|0008690|444456000|1|2.90|01|0.02|0.02
15010310|VT191220173065510000027|00000000000191|0006837|444456000|1|30.00|01|0.30|0.30
15010310|VT191220173107730000076|00000000000191|0006837|444456000|1|69.98|01|0.69|0.69
15010310|VT191220173107740000093|00000000000191|0006837|444456000|1|90.00|01|0.90|0.90
15010310|VT190770101175940000018|00000000000191|0006130|444456000|1|8.18|01|0.08|0.08
15010310|VT190090084119690000160|00000000000191|0002990|444456000|1|12.00|01|0.12|0.12
15010310|VT190090084106270000022|00000000000191|0002990|444456000|1|26.90|01|0.26|0.26
15010310|VT182960084004970000183|00000000000191|0008690|444456000|2|15.54|01|0.15|0.15
15010310|VT190780085030680000103|00000000000191|0003535|444456000|1|1.00|01|0.01|0.01
15010310|VT190780085010940000134|00000000000191|0008690|444456000|1|17.91|01|0.17|0.17
15010310|VT190780085136730000031|00000000000191|0003535|444456000|1|41.00|01|0.41|0.41
15010310|VT190780085026790000053|00000000000191|0008690|444456000|1|45.15|01|0.45|0.45
15010310|VT190780085136790000085|00000000000191|0002434|444456000|1|50.00|01|0.50|0.50
15010310|VT190490120000010000021|00000000000191|0001295|444456000|1|258.00|01|2.58|2.58
15010310|VT190700100028690000132|00000000000191|0008350|444456000|2|120.00|01|1.20|1.20
15010310|VT182950079165820000098|00000000000191|0006180|444456000|1|34.90|01|0.34|0.34
15010310|VT191500068000010000015|00000000000191|0001295|444456000|1|87.06|01|0.87|0.87
15010310|VT190490080101330000079|00000000000191|0008690|444456000|1|300.00|01|3.00|3.00
15010310|VT190280079170570000006|00000000000191|0002820|444456000|1|20.00|01|0.20|0.20
15010310|VT190250085084480000091|00000000000191|0001250|444456000|1|36.98|01|0.36|0.36
15010310|VT190250085044450000078|00000000000191|0001250|444456000|1|70.00|01|0.70|0.70
15010310|VT182950117000010000041|00000000000191|0001295|444456000|1|219.25|01|2.19|2.19
15010310|VT190500085143070000076|00000000000191|0004237|444456000|1|23.50|01|0.23|0.23
15010310|VT181900080140870000030|00000000000191|0009440|444456000|1|50.00|01|0.50|0.50
15010310|VT181870085159300000103|00000000000191|0009347|444456000|1|176.99|01|1.76|1.76
15010310|VT181900101161060000159|00000000000191|0008736|444456000|1|201.96|01|2.01|2.01
15010310|VT190490080133000000118|00000000000191|0003658|444456000|1|1374.60|01|13.74|13.74
15010310|VT190080068000010000048|00000000000191|0001295|444456000|1|76.68|01|0.76|0.76
15010310|VT190490080044640000092|00000000000191|0005510|444456000|2|59.00|01|0.59|0.59
15010310|VT190490101020630000133|00000000000191|0008690|444456000|1|7.00|01|0.07|0.07
15010310|VT182960084130060000087|00000000000191|0007290|444456000|1|4.50|01|0.04|0.04
